client_id,date,amount,segment,channel,country,declared_income,days_until_last_observed_transaction
C0021,2025-04-07,46733.11489279274,opportunistic,app,RU,62028.659546330346,79
C0080,2025-03-07,17891.763478920802,opportunistic,web,AM,,111
C0131,2025-01-15,9024.990440097563,regular,web,RU,95566.66157831959,165
C0243,2025-04-02,22425.37889321782,regular,web,RU,37334.670245607726,85
C0230,2025-02-15,15100.742995304085,regular,app,RU,32681.058632895285,134
C0129,2025-04-29,14387.88149464388,regular,web,RU,102226.20848008845,31
C0136,2025-05-27,9677.809481080416,regular,app,RU,40609.90938605977,27
C0395,2025-02-27,3887.0112291837086,regular,app,RU,64333.874332747415,117
C0177,2025-06-29,12992.725084224128,regular,app,KZ,68058.85552278945,0
C0013,2025-04-09,15598.50908680132,opportunistic,web,AM,,81
C0146,2025-04-02,9914.570497129416,regular,app,RU,39433.96766078368,87
C0057,2025-03-05,24669.234757144328,regular,app,BY,80745.46024762576,95
C0093,2025-01-22,12887.237235478446,regular,web,RU,66402.26752134197,154
C0357,2025-04-18,35832.07209899339,opportunistic,web,RU,37746.851199622164,69
C0166,2025-05-24,47568.14086213571,regular,app,KZ,,32
C0284,2025-02-18,22018.721207566272,regular,web,RU,16145.402480594568,124
C0027,2025-01-16,6408.785292607111,regular,app,RU,45567.70668624445,146
C0187,2025-05-27,18116.05065619521,regular,app,RU,76429.16908843287,16
C0175,2025-06-07,7112.00261235747,regular,manager,RU,63648.166022056794,22
C0269,2025-05-24,31005.70174127949,regular,app,BY,91399.24908804016,27
C0157,2025-02-11,56297.011446129625,regular,app,RU,75827.495673324,136
C0282,2025-02-15,5642.043501242898,regular,app,KZ,86261.33612057511,126
C0244,2025-03-25,5721.584481123798,regular,web,RU,17552.836117749855,90
C0284,2025-01-18,11786.005481006814,regular,app,RU,16145.402480594568,155
C0267,2025-02-24,6955.575472184511,regular,manager,BY,165601.26935907674,121
C0269,2025-03-15,6919.462708052443,regular,app,BY,91399.24908804016,97
C0232,2025-05-05,11145.1375008482,regular,app,RU,75576.78867544084,55
C0395,2025-06-23,3990.5211031626754,regular,web,RU,64333.874332747415,1
C0068,2025-04-11,16344.41857575147,regular,app,RU,207386.4605822518,77
C0389,2025-04-24,2234.973754297637,regular,app,RU,66611.28251620958,65
C0184,2025-05-10,4820.371879117773,regular,app,RU,73378.44254129767,45
C0277,2025-03-12,2419.1356159742636,regular,web,RU,40282.29405287731,102
C0324,2025-02-01,5557.028224705761,regular,app,RU,94477.46126382126,142
C0204,2025-02-16,2677.5169800736353,regular,app,RU,160510.37828520167,130
C0303,2025-02-19,5165.806042858199,regular,app,RU,51412.557388166,113
C0005,2025-06-08,17057.18277618558,regular,app,RU,18572.608441914028,20
C0175,2025-02-25,2862.9485424117756,regular,manager,RU,63648.166022056794,124
C0276,2025-01-05,4007.0372759132724,regular,app,RU,65535.05343619635,173
C0312,2025-02-24,10216.733415435721,regular,manager,RU,38948.629151541485,120
C0253,2025-04-22,12583.751820023856,regular,app,RU,91013.09064201491,57
C0298,2025-04-11,15179.109850611088,opportunistic,manager,BY,49675.761390926724,77
C0018,2025-04-04,9642.401966465246,regular,web,RU,53286.71637060531,72
C0271,2025-03-25,5494.888703590618,regular,app,RU,41028.573339414696,87
C0028,2025-01-25,49501.82659229403,regular,app,RU,99926.3451265315,127
C0389,2025-02-22,11220.60520983378,regular,app,RU,66611.28251620958,126
C0304,2025-05-30,2075.1447675895342,regular,manager,AM,,28
C0124,2025-06-08,7656.470394233662,regular,web,RU,85459.18010301342,3
C0008,2025-05-06,38620.773862779126,opportunistic,web,RU,,50
C0086,2025-03-23,10720.170075995506,regular,app,RU,52897.26789986734,92
C0277,2025-03-24,8373.467175284419,regular,app,RU,40282.29405287731,90
C0221,2025-03-08,6576.578791209231,regular,app,RU,100670.64887680218,110
C0264,2025-06-21,8062.167683522844,regular,app,RU,53382.85082631906,6
C0268,2025-01-15,12552.442879333044,regular,web,KZ,36060.11248799635,158
C0258,2025-03-04,2573.1267877968085,regular,app,BY,72735.01488396972,117
C0093,2025-06-06,6515.463528851977,regular,app,RU,66402.26752134197,19
C0190,2025-06-13,12148.860179201632,regular,web,RU,29728.08893128601,10
C0286,2025-04-07,16891.934226358408,regular,app,RU,,81
C0250,2025-04-19,3391.3287646205026,regular,app,BY,56532.86206867094,70
C0072,2025-02-25,18127.93933659078,regular,app,RU,41559.708530966964,124
C0033,2025-06-24,6175.244885456279,regular,app,RU,63702.184586940755,3
C0068,2025-01-25,21934.325066377747,regular,web,RU,207386.4605822518,153
C0292,2025-04-03,4919.0228429390145,regular,app,RU,,86
C0156,2025-05-14,13453.821135313034,opportunistic,manager,RU,42006.254107436456,24
C0094,2025-02-03,16679.57214570086,regular,web,RU,276155.8197288189,131
C0225,2025-01-10,7687.135141839361,regular,app,RU,37463.80596379556,163
C0269,2025-05-02,7741.800903920352,regular,app,BY,91399.24908804016,49
C0202,2025-06-17,8566.491988184012,new,web,KZ,41747.51166870158,0
C0322,2025-05-28,6578.662002603809,regular,web,RU,89967.3339755547,15
C0069,2025-01-09,13443.653290593844,regular,app,RU,68745.02328473939,160
C0266,2025-06-16,12140.018553314969,regular,app,AM,60126.4423558778,6
C0373,2025-03-26,5404.314250875035,regular,web,RU,94070.00566845604,94
C0255,2025-01-16,11008.064655898697,regular,app,AM,29087.88109205289,164
C0263,2025-03-24,12794.844601404393,regular,manager,RU,72432.82695809603,95
C0255,2025-05-06,13805.282780442356,regular,app,AM,29087.88109205289,54
C0070,2025-03-05,9491.744262122122,regular,app,RU,72265.69587493673,115
C0266,2025-05-05,14063.615915719498,regular,app,AM,60126.4423558778,48
C0142,2025-02-08,333541.4075915264,regular,app,RU,71133.75089158732,133
C0314,2025-05-29,12923.376084163676,regular,app,BY,59242.379815333625,24
C0212,2025-06-11,136123.56796568682,opportunistic,app,RU,103459.0031373886,11
C0277,2025-03-06,5621.3391404451795,regular,app,RU,,108
C0245,2025-02-20,105516.37902277877,opportunistic,manager,BY,160494.5632676289,128
C0314,2025-01-24,28888.082448831083,regular,app,BY,59242.379815333625,149
C0292,2025-01-10,4076.446014093472,regular,app,RU,83374.99550448595,169
C0324,2025-06-02,4044.464001824349,regular,app,RU,94477.46126382126,21
C0287,2025-05-23,10417.613591499914,regular,app,KZ,44683.913853316626,27
C0310,2025-03-08,4954.118557978517,regular,web,RU,43030.78274384195,113
C0068,2025-03-11,8504.193911601453,regular,app,RU,207386.4605822518,108
C0016,2025-01-07,5658.057863040292,regular,app,RU,73734.55681536577,168
C0015,2025-05-29,8241.244715926545,regular,app,RU,59946.85642054766,28
C0397,2025-05-14,26162.106835851082,opportunistic,web,RU,177843.39553446515,20
C0389,2025-04-06,7840.560476246751,regular,app,RU,66611.28251620958,83
C0164,2025-06-27,16060.44044871854,regular,app,RU,95269.62263734348,0
C0250,2025-06-26,45283.58370470616,regular,app,BY,56532.86206867094,2
C0283,2025-02-27,6832.600937450241,regular,app,AM,49637.64105345447,116
C0192,2025-01-18,10866.711085204564,regular,web,RU,131448.77247629315,155
C0284,2025-06-03,6097.423030408633,regular,web,RU,16145.402480594568,19
C0011,2025-02-15,2376.98948708827,regular,app,RU,100516.10043231638,131
C0159,2025-03-04,53597.782562619555,opportunistic,web,RU,57563.40627579265,113
C0019,2025-04-27,7871.7064066886005,opportunistic,manager,RU,88136.4967035286,15
C0145,2025-02-20,7990.808175415359,regular,web,RU,54231.990145770134,129
C0354,2025-01-01,80477.26872598978,opportunistic,app,RU,,111
C0080,2025-05-31,28737.419266910838,opportunistic,app,AM,51417.22917752957,26
C0091,2025-03-17,9450.957834823543,regular,app,RU,118790.6932272385,86
C0095,2025-05-01,25239.294132294246,regular,app,RU,74809.02849203724,46
C0349,2025-01-13,44071.18245471174,opportunistic,manager,RU,77109.29033857904,116
C0325,2025-04-05,22862.108840163608,opportunistic,app,RU,65676.35620004988,78
C0290,2025-06-25,5012.550720810334,regular,app,RU,80189.09743512764,0
C0204,2025-06-05,17791.061170719433,regular,app,RU,160510.37828520167,21
C0359,2025-03-06,17932.929944382344,regular,app,RU,69875.41513535524,115
C0086,2025-04-26,12921.585193347782,regular,app,RU,52897.26789986734,58
C0033,2025-01-10,7814.991632250312,regular,app,RU,63702.184586940755,168
C0395,2025-02-12,4695.8635297149485,regular,web,RU,64333.874332747415,132
C0068,2025-05-02,14322.873385329875,regular,web,RU,,56
C0206,2025-05-07,9731.63135452305,regular,app,RU,75884.66245476011,52
C0068,2025-03-10,40086.796243557954,regular,web,RU,207386.4605822518,109
C0155,2025-02-13,8096.14333147867,regular,app,RU,26171.924123075,119
C0324,2025-02-15,17712.42400746989,regular,manager,RU,94477.46126382126,128
C0096,2025-03-04,18145.029626390875,opportunistic,web,AM,145548.98544138437,98
C0186,2025-02-13,20722.584148629652,opportunistic,manager,RU,,102
C0167,2025-04-18,-31691.43592939036,opportunistic,manager,RU,,57
C0192,2025-03-26,20034.813484952163,regular,app,RU,131448.77247629315,88
C0172,2025-04-29,9385.117732516941,regular,app,RU,37505.97494683757,56
C0016,2025-02-13,13042.471563636143,regular,app,RU,73734.55681536577,131
C0217,2025-05-30,10779.866278135207,regular,web,RU,133378.46522269418,22
C0392,2025-06-05,20025.5112042118,regular,web,RU,82318.01174628778,14
C0193,2025-06-21,11008.353708222005,regular,app,RU,57590.64763962595,0
C0145,2025-03-29,12509.268195794562,regular,app,RU,54231.990145770134,92
C0145,2025-01-23,25146.060124066924,regular,web,RU,54231.990145770134,157
C0349,2025-04-16,41599.08350795535,opportunistic,manager,RU,,23
C0304,2025-01-06,22433.96704777547,regular,app,AM,52384.94132499481,172
C0136,2025-05-26,17168.01893664239,regular,app,RU,40609.90938605977,28
C0322,2025-05-24,10991.220738170632,regular,app,RU,89967.3339755547,19
C0324,2025-06-22,12111.456497348712,regular,app,RU,94477.46126382126,1
C0303,2025-03-02,21455.424454182757,regular,app,RU,51412.557388166,102
C0355,2025-06-16,43182.02707959969,regular,manager,RU,114801.5160405255,4
C0172,2025-01-17,15906.214996682631,regular,app,RU,37505.97494683757,158
C0317,2025-01-18,12287.911957320426,regular,web,RU,,156
C0200,2025-05-22,6252.384243649984,regular,web,RU,198493.78958835345,33
C0109,2025-05-27,10583.645992440202,regular,web,RU,55839.111146692514,30
C0127,2025-01-02,17200.425105597493,regular,web,RU,69892.42897742578,178
C0309,2025-04-17,11494.215355044224,regular,web,RU,41995.26799765813,58
C0203,2025-01-07,15515.164749713094,regular,manager,RU,75319.67008401135,163
C0313,2025-06-26,14436.82262062632,regular,web,RU,40001.1761448378,0
C0249,2025-02-05,6570.89157753847,regular,app,RU,55783.52272481387,144
C0015,2025-01-04,6234.102602867301,regular,manager,RU,59946.85642054766,173
C0074,2025-06-12,1524.144720119464,regular,app,RU,65236.56695866103,17
C0287,2025-05-17,14741.331160259222,regular,web,KZ,44683.913853316626,33
C0253,2025-01-22,26499.175663354825,regular,app,RU,91013.09064201491,147
C0031,2025-04-08,26861.01388534073,opportunistic,manager,RU,120459.5900263173,59
C0399,2025-06-25,22124.99666560633,regular,app,RU,66589.02089418373,2
C0255,2025-06-11,35553.398364322384,regular,app,AM,29087.88109205289,18
C0184,2025-01-18,30161.324745362777,regular,app,RU,73378.44254129767,157
C0294,2025-04-23,18069.677092834474,regular,web,RU,60366.5026649566,67
C0193,2025-06-12,33203.39006490738,regular,app,RU,57590.64763962595,9
C0136,2025-01-21,6676.674075208015,regular,app,RU,40609.90938605977,153
C0306,2025-02-04,7884.996894480697,regular,app,RU,57805.035774570744,138
C0298,2025-06-16,55279.27636786564,opportunistic,manager,BY,49675.761390926724,11
C0210,2025-01-03,6011.08333271167,regular,app,RU,52418.57889047791,177
C0220,2025-03-02,11617.933570543932,regular,manager,RU,89109.60304575077,118
C0385,2025-04-01,8939.402690460465,regular,manager,RU,171261.59082559345,80
C0237,2025-05-12,23959.65891168289,regular,app,RU,76718.82517000394,24
C0195,2025-02-19,3746.131125087607,regular,app,RU,17580.452648123697,111
C0350,2025-04-08,4124.995158649807,regular,app,AM,,79
C0063,2025-04-08,44826.43647200976,opportunistic,app,RU,122152.53681698047,81
C0019,2025-04-11,21360.018934524887,opportunistic,app,RU,,31
C0222,2025-03-01,7267.753577823569,regular,app,RU,84664.75261477451,115
C0126,2025-01-02,3640.015733959105,regular,app,KZ,56188.76756509697,177
C0281,2025-02-07,6849.738965273974,regular,manager,RU,27211.30833168933,138
C0061,2025-03-07,70597.20838309852,opportunistic,manager,RU,,105
C0272,2025-03-14,13844.483863199674,regular,web,RU,72952.79470233107,75
C0209,2025-04-28,4000.774324464027,regular,app,RU,32709.208941189918,62
C0271,2025-03-29,10276.549111657549,regular,app,RU,41028.573339414696,83
C0025,2025-03-03,31471.322599310282,opportunistic,manager,RU,29284.04277341049,113
C0047,2025-01-02,3550.4418594704216,regular,web,KZ,61568.2960255891,162
C0384,2025-04-28,238416.44845874616,regular,app,RU,166874.80517001377,59
C0381,2025-04-29,31474.955927898,opportunistic,manager,RU,69285.54604021527,53
C0269,2025-01-01,10891.066511872115,regular,app,BY,91399.24908804016,170
C0384,2025-06-22,5042.274511706351,regular,web,RU,166874.80517001377,4
C0147,2025-03-19,23673.840179158942,regular,app,RU,51703.96166882332,93
C0153,2025-02-07,21040.580432708513,regular,app,RU,17732.54325367211,142
C0376,2025-04-12,6095.457915882023,regular,app,RU,93850.10197362199,73
C0239,2025-06-22,4665.001811830613,regular,web,RU,85744.30607535798,3
C0115,2025-04-15,7094.969218653384,regular,app,RU,140101.75043049947,65
C0221,2025-04-30,26645.096337787872,regular,web,RU,100670.64887680218,57
C0134,2025-01-16,6511.166334261658,regular,web,RU,162091.34627439242,163
C0292,2025-02-25,189122.37177041345,regular,manager,RU,,123
C0206,2025-06-28,1590.841648705718,regular,app,RU,75884.66245476011,0
C0114,2025-05-11,49918.019509658465,opportunistic,manager,RU,29077.40070521304,15
C0033,2025-02-03,7876.425182405724,regular,app,RU,63702.184586940755,144
C0283,2025-03-12,3161.7541193914303,regular,web,AM,,103
C0343,2025-03-14,8520.829284419979,opportunistic,manager,RU,35344.9744058295,86
C0348,2025-05-18,10078.444308052121,regular,app,RU,59681.71404088037,42
C0343,2025-06-08,50177.843887922296,opportunistic,web,RU,,0
C0107,2025-02-21,3452.2322850654973,regular,app,RU,56532.060379392606,128
C0097,2025-03-15,27727.25963108697,regular,app,AM,69587.21229131967,102
C0203,2025-01-23,9941.433056133283,regular,app,RU,75319.67008401135,147
C0005,2025-01-11,8710.200683309806,regular,manager,RU,18572.608441914028,168
C0171,2025-05-07,6006.835120677882,regular,manager,RU,43719.95140581391,48
C0204,2025-04-25,5259.2817340436,regular,manager,RU,160510.37828520167,62
C0269,2025-06-08,7482.540430786287,regular,web,BY,91399.24908804016,12
C0131,2025-03-14,15947.449509613558,regular,app,RU,95566.66157831959,107
C0311,2025-03-26,8127.1272289754215,regular,web,RU,18468.17377658533,93
C0283,2025-06-02,33192.666516128214,regular,web,AM,49637.64105345447,21
C0230,2025-02-19,10330.720161070807,regular,web,RU,32681.058632895285,130
C0340,2025-03-18,4207.512641815564,new,web,RU,,0
C0266,2025-02-19,12453.499497512157,regular,manager,AM,,123
C0203,2025-02-28,27889.222123794338,regular,app,RU,75319.67008401135,111
C0263,2025-04-12,6503.290880539576,regular,web,RU,72432.82695809603,76
C0165,2025-02-19,45398.995789059256,opportunistic,app,BY,,128
C0009,2025-03-09,2887.4499016833806,regular,manager,KZ,97350.63118258487,112
C0066,2025-04-19,87726.04108856336,opportunistic,manager,RU,80163.75361248822,55
C0272,2025-03-05,9686.486461143733,regular,app,RU,72952.79470233107,84
C0316,2025-05-12,15620.457976200807,regular,web,RU,57827.32199477627,46
C0124,2025-05-01,6958.700700961159,regular,app,RU,,41
C0303,2025-06-12,8908.82631776297,regular,app,RU,51412.557388166,0
C0055,2025-05-21,71616.21944083784,opportunistic,manager,RU,59630.09125590324,37
C0228,2025-03-03,42611.21639787943,opportunistic,app,RU,,102
C0387,2025-04-02,58282.44213008265,opportunistic,manager,KZ,76142.91997429843,33
C0203,2025-03-05,23360.151280653638,regular,app,RU,75319.67008401135,106
C0018,2025-06-06,6439.078103745651,regular,web,RU,53286.71637060531,9
C0231,2025-01-08,2497.024442866166,regular,app,RU,97988.07583193238,172
C0316,2025-03-10,6069.023219416393,regular,app,RU,57827.32199477627,109
C0258,2025-01-01,3922.4912253252282,regular,app,BY,72735.01488396972,179
C0281,2025-04-30,12572.347952683735,regular,app,RU,27211.30833168933,56
C0251,2025-02-11,91802.85132834772,opportunistic,app,RU,59607.81016099394,118
C0159,2025-01-10,41617.51242083167,opportunistic,manager,RU,57563.40627579265,166
C0289,2025-03-22,9906.180235215366,regular,app,RU,104787.97930192667,88
C0369,2025-02-23,16292.373312463402,regular,web,RU,176635.3330683661,121
C0077,2025-04-25,3126.39673564164,regular,app,RU,27604.60480859763,64
C0221,2025-01-12,12260.436186768531,regular,web,RU,100670.64887680218,165
C0244,2025-05-15,12284.53148950614,regular,web,RU,17552.836117749855,39
C0314,2025-01-06,433458.46243069146,regular,app,BY,59242.379815333625,167
C0177,2025-06-09,11610.162230284195,regular,app,KZ,68058.85552278945,20
C0362,2025-03-05,14592.071514021733,regular,app,RU,87900.75427160058,107
C0363,2025-02-19,1013.4067723126574,regular,manager,RU,53936.128335688154,113
C0363,2025-04-03,8650.801952155165,regular,app,RU,53936.128335688154,70
C0263,2025-02-12,45666.44791225218,regular,app,RU,72432.82695809603,135
C0212,2025-03-19,123716.03142458425,opportunistic,web,RU,,95
C0170,2025-03-28,3725.6789620040217,new,app,BY,55887.9588032585,68
C0029,2025-04-14,6865.823710714329,regular,app,RU,56574.50740293192,73
C0021,2025-06-25,37048.17909921153,opportunistic,web,RU,62028.659546330346,0
C0173,2025-06-08,27334.38447193727,regular,app,RU,33374.269800263144,17
C0188,2025-04-05,7479.077629582775,regular,web,RU,40342.7858121426,83
C0159,2025-02-15,40183.92903452992,opportunistic,web,RU,57563.40627579265,130
C0239,2025-06-20,16327.361233430649,regular,app,RU,85744.30607535798,5
C0177,2025-04-07,2368.451065543257,regular,app,KZ,68058.85552278945,83
C0081,2025-01-11,15290.77676022205,opportunistic,manager,RU,56316.60043091989,155
C0070,2025-06-21,4578.470298837331,regular,app,RU,72265.69587493673,7
C0146,2025-01-07,5716.7451561215385,regular,app,RU,39433.96766078368,172
C0107,2025-05-20,6975.40810803736,regular,app,RU,56532.060379392606,40
C0313,2025-01-08,17764.27718117177,regular,app,RU,40001.1761448378,169
C0226,2025-05-16,3999.787739323287,new,app,RU,,0
C0294,2025-05-11,6045.856248311029,regular,app,RU,60366.5026649566,49
C0238,2025-02-01,39316.905923708495,opportunistic,manager,RU,,136
C0276,2025-06-11,2028.7866424454335,regular,app,RU,65535.05343619635,16
C0312,2025-05-24,8189.18679587634,regular,app,RU,38948.629151541485,31
C0244,2025-06-22,19617.97173788179,regular,app,RU,17552.836117749855,1
C0237,2025-03-20,11258.949964104673,regular,app,RU,76718.82517000394,77
C0141,2025-01-17,18728.244994936544,regular,app,RU,147307.13899357288,156
C0027,2025-02-17,14158.34654973888,regular,manager,RU,45567.70668624445,114
C0362,2025-06-04,5323.244307984554,regular,app,RU,87900.75427160058,16
C0192,2025-04-21,15138.549652142823,regular,app,RU,131448.77247629315,62
C0166,2025-06-22,9062.498558579284,regular,app,KZ,89867.6573767307,3
C0359,2025-03-21,8272.924329406944,regular,app,RU,69875.41513535524,100
C0115,2025-01-21,6354.851070374193,regular,app,RU,140101.75043049947,149
C0337,2025-02-20,56342.507807231734,regular,app,RU,18875.011531273616,126
C0274,2025-03-19,54533.622372729245,opportunistic,manager,RU,55376.719713659855,75
C0186,2025-04-19,178637.74065602847,opportunistic,web,RU,63742.758168336564,37
C0341,2025-02-26,17958.285172805146,regular,app,RU,77297.95977305167,116
C0142,2025-01-14,4500.745916127114,regular,app,RU,71133.75089158732,158
C0332,2025-04-18,22382.880058276383,regular,app,KZ,96486.84621670823,71
C0333,2025-03-17,52392.43981196461,opportunistic,web,RU,,88
C0250,2025-06-06,5463.213194988331,regular,app,BY,56532.86206867094,22
C0310,2025-06-20,5698.140357638146,regular,web,RU,43030.78274384195,9
C0089,2025-02-04,11437.847032321493,regular,web,BY,93017.61049185187,129
C0075,2025-01-14,11917.900969468494,regular,app,RU,78641.08221028118,164
C0145,2025-03-13,4959.968523719508,regular,app,RU,54231.990145770134,108
C0150,2025-05-03,15062.000137466845,regular,web,RU,93958.54905131078,57
C0051,2025-03-09,23367.555044379496,regular,app,AM,49333.31383761302,111
C0149,2025-04-24,10561.313181617441,regular,app,BY,,59
C0187,2025-05-11,9915.693561680953,regular,web,RU,76429.16908843287,32
C0112,2025-02-13,12249.47666254597,regular,app,KZ,55018.014532175854,121
C0316,2025-02-17,5573.689367903146,regular,app,RU,57827.32199477627,130
C0398,2025-05-01,7525.1941882453,regular,app,RU,108208.7305003528,53
C0107,2025-03-30,4431.578589433134,regular,web,RU,56532.060379392606,91
C0282,2025-06-21,8010.796235173782,regular,web,KZ,86261.33612057511,0
C0218,2025-05-25,12276.86417947834,regular,app,AM,46855.648918213476,35
C0138,2025-04-20,16847.524158426277,regular,app,RU,59561.26986369458,66
C0255,2025-05-24,14831.311344336666,regular,app,AM,29087.88109205289,36
C0298,2025-03-29,26185.518690262765,opportunistic,manager,BY,49675.761390926724,90
C0175,2025-06-18,13885.884012424878,regular,app,RU,63648.166022056794,11
C0051,2025-01-20,23016.60524596896,regular,web,AM,49333.31383761302,159
C0394,2025-02-08,81951.71090898883,opportunistic,manager,RU,32323.226443820487,141
C0022,2025-06-25,20471.78652828991,regular,web,BY,104426.15742678501,0
C0268,2025-02-04,7165.662654381972,regular,manager,KZ,36060.11248799635,138
C0383,2025-02-26,14259.05217072118,opportunistic,app,RU,32731.312689247476,118
C0153,2025-05-12,8735.643737642362,regular,web,RU,,48
C0277,2025-01-23,25721.16596330091,regular,web,RU,40282.29405287731,150
C0108,2025-02-01,9420.336117606135,regular,web,RU,84938.35767995643,143
C0273,2025-04-18,7491.293378590892,regular,manager,RU,128912.01034395119,67
C0324,2025-04-02,6395.710258247083,regular,app,RU,,82
C0209,2025-04-03,10035.853369265902,regular,app,RU,32709.208941189918,87
C0237,2025-05-10,11767.443266790115,regular,app,RU,76718.82517000394,26
C0276,2025-03-12,40206.175615054075,regular,app,RU,65535.05343619635,107
C0067,2025-04-10,196980.7512637774,opportunistic,app,BY,193504.66662175572,80
C0142,2025-03-30,4137.031294956786,regular,web,RU,71133.75089158732,83
C0027,2025-01-30,4104.471497321079,regular,app,RU,45567.70668624445,132
C0310,2025-05-05,10346.355153936967,regular,app,RU,43030.78274384195,55
C0090,2025-06-04,11091.153799056336,regular,app,RU,54907.642961464815,18
C0167,2025-02-13,26470.911754311826,opportunistic,app,RU,77888.21217479996,121
C0074,2025-01-11,10108.911043669214,regular,app,RU,65236.56695866103,169
C0319,2025-02-08,9539.200387150117,regular,app,BY,117835.57409004774,123
C0394,2025-01-30,27157.75025413806,opportunistic,app,RU,32323.226443820487,150
