listing_id,brand,brand_group,brand_country,model,year,engine_volume_l,power_hp,fuel_type,transmission,drive,mileage_km,body_type,trim,city,price_rub,price_type,condition,is_damaged,labels,attributes_raw,source_url,search_url,collected_at_utc,model_rank,model_id
327415747,Volkswagen,Europe,Germany,Tiguan,2021,2.0,180,бензин,робот,4WD,70000,SUV или внедорожник,2.0 TSI DSG 4Motion Exclusive,Москва,2800000,asking_price,used,0,,2.0 л (180 л.с.) | бензин | робот | 4WD | 70 000 км,https://auto.drom.ru/moscow/volkswagen/tiguan/327415747.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/,2026-09-18T08:36:30.751519+00:00,1,3711
168360850,Volkswagen,Europe,Germany,Tiguan,2012,2.0,170,бензин,АКПП,4WD,201000,SUV или внедорожник,,Москва,1300000,asking_price,used,0,,2.0 л (170 л.с.) | бензин | АКПП | 4WD | 201 000 км,https://auto.drom.ru/moscow/volkswagen/tiguan/168360850.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/,2026-09-18T08:36:30.751519+00:00,1,3711
201406104,Volkswagen,Europe,Germany,Tiguan,2017,1.4,150,бензин,робот,4WD,215450,SUV или внедорожник,1.4 TSI DSG 4Motion City,Санкт-Петербург,1700000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | 4WD | 215 450 км,https://auto.drom.ru/spb/volkswagen/tiguan/201406104.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/,2026-09-18T08:36:32.512797+00:00,1,3711
122005281,Volkswagen,Europe,Germany,Tiguan,2011,1.4,150,бензин,механика,4WD,84000,SUV или внедорожник,1.4 TSI MT Trend&Fun,Москва,1370000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | механика | 4WD | 84 000 км,https://auto.drom.ru/moscow/volkswagen/tiguan/122005281.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/,2026-09-18T08:36:30.751519+00:00,1,3711
210020797,Volkswagen,Europe,Germany,Tiguan,2015,2.0,140,дизель,АКПП,4WD,250000,SUV или внедорожник,2.0 TDI AT Track&Style,Санкт-Петербург,1350000,asking_price,used,0,,2.0 л (140 л.с.) | дизель | АКПП | 4WD | 250 000 км,https://auto.drom.ru/spb/volkswagen/tiguan/210020797.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/,2026-09-18T08:36:32.512797+00:00,1,3711
367808308,Volkswagen,Europe,Germany,Tiguan,2018,2.0,180,бензин,робот,4WD,41107,SUV или внедорожник,2.0 TSI DSG 4Motion Comfortline,Москва,2580000,asking_price,used,0,,2.0 л (180 л.с.) | бензин | робот | 4WD | 41 107 км,https://auto.drom.ru/moscow/volkswagen/tiguan/367808308.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/,2026-09-18T08:36:30.751519+00:00,1,3711
506127769,Volkswagen,Europe,Germany,Tiguan,2010,1.4,150,бензин,механика,4WD,208284,SUV или внедорожник,1.4 TSI MT Trend&Fun,Санкт-Петербург,830000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | механика | 4WD | 208 284 км,https://auto.drom.ru/spb/volkswagen/tiguan/506127769.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/,2026-09-18T08:36:32.512797+00:00,1,3711
421055684,Volkswagen,Europe,Germany,Tiguan,2017,2.0,180,бензин,автомат,4WD,159097,SUV или внедорожник,,Москва,2380000,asking_price,used,0,,2.0 л (180 л.с.) | бензин | автомат | 4WD | 159 097 км,https://auto.drom.ru/moscow/volkswagen/tiguan/421055684.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/,2026-09-18T08:36:30.751519+00:00,1,3711
538897452,Volkswagen,Europe,Germany,Tiguan,2011,1.4,150,бензин,механика,4WD,178430,SUV или внедорожник,,Санкт-Петербург,700000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | механика | 4WD | 178 430 км,https://auto.drom.ru/spb/volkswagen/tiguan/538897452.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/,2026-09-18T08:36:32.512797+00:00,1,3711
929828011,Volkswagen,Europe,Germany,Tiguan,2016,1.4,150,бензин,робот,передний,190000,SUV или внедорожник,1.4 TSI BlueMotion DSG Club,Москва,1190000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | передний | 190 000 км,https://auto.drom.ru/moscow/volkswagen/tiguan/929828011.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/,2026-09-18T08:36:30.751519+00:00,1,3711
949880996,Volkswagen,Europe,Germany,Tiguan,2019,1.4,150,бензин,робот,4WD,112000,SUV или внедорожник,1.4 TSI DSG 4Motion Comfortline,Санкт-Петербург,1920000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | 4WD | 112 000 км,https://auto.drom.ru/spb/volkswagen/tiguan/949880996.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/,2026-09-18T08:36:32.512797+00:00,1,3711
757220061,Volkswagen,Europe,Germany,Tiguan,2012,2.0,170,бензин,АКПП,4WD,212500,SUV или внедорожник,2.0 TSI AT Sport&Style,Москва,1150000,asking_price,used,0,от собственника,2.0 л (170 л.с.) | бензин | АКПП | 4WD | 212 500 км,https://auto.drom.ru/moscow/volkswagen/tiguan/757220061.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/,2026-09-18T08:36:30.751519+00:00,1,3711
556614948,Volkswagen,Europe,Germany,Tiguan,2020,1.4,150,бензин,робот,передний,92361,SUV или внедорожник,1.4 TSI DSG Connect,Санкт-Петербург,2179000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | передний | 92 361 км,https://auto.drom.ru/spb/volkswagen/tiguan/556614948.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/,2026-09-18T08:36:32.512797+00:00,1,3711
708670752,Volkswagen,Europe,Germany,Tiguan,2025,2.0,220,бензин,робот,4WD,6400,SUV или внедорожник,2.0 380 TSI DSG 4Motion R-Line,Москва,4430000,asking_price,used,0,,2.0 л (220 л.с.) | бензин | робот | 4WD | 6 400 км,https://auto.drom.ru/moscow/volkswagen/tiguan/708670752.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/,2026-09-18T08:36:30.751519+00:00,1,3711
509655365,Volkswagen,Europe,Germany,Tiguan,2013,1.4,150,бензин,робот,передний,167661,SUV или внедорожник,1.4 TSI BlueMotion DSG Club,Санкт-Петербург,995000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | передний | 167 661 км,https://auto.drom.ru/spb/volkswagen/tiguan/509655365.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/,2026-09-18T08:36:32.512797+00:00,1,3711
241417386,Volkswagen,Europe,Germany,Tiguan,2018,1.4,150,бензин,робот,передний,84200,SUV или внедорожник,,Москва,2349000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | передний | 84 200 км,https://auto.drom.ru/moscow/volkswagen/tiguan/241417386.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/,2026-09-18T08:36:30.751519+00:00,1,3711
183022054,Volkswagen,Europe,Germany,Tiguan,2017,2.0,180,бензин,робот,4WD,123000,SUV или внедорожник,2.0 TSI DSG 4Motion Comfortline,Санкт-Петербург,2299000,asking_price,used,0,,2.0 л (180 л.с.) | бензин | робот | 4WD | 123 000 км,https://auto.drom.ru/spb/volkswagen/tiguan/183022054.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/,2026-09-18T08:36:32.512797+00:00,1,3711
378740415,Volkswagen,Europe,Germany,Tiguan,2012,2.0,170,бензин,АКПП,4WD,280000,SUV или внедорожник,,Москва,1090000,asking_price,used,0,,2.0 л (170 л.с.) | бензин | АКПП | 4WD | 280 000 км,https://auto.drom.ru/moscow/volkswagen/tiguan/378740415.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/,2026-09-18T08:36:30.751519+00:00,1,3711
123403103,Volkswagen,Europe,Germany,Tiguan,2019,2.0,180,бензин,робот,4WD,175000,SUV или внедорожник,2.0 TSI DSG 4Motion Highline,Санкт-Петербург,2800000,asking_price,used,0,,2.0 л (180 л.с.) | бензин | робот | 4WD | 175 000 км,https://auto.drom.ru/spb/volkswagen/tiguan/123403103.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/,2026-09-18T08:36:32.512797+00:00,1,3711
880616596,Volkswagen,Europe,Germany,Tiguan,2017,1.4,150,бензин,робот,передний,128666,SUV или внедорожник,,Москва,1790000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | передний | 128 666 км,https://auto.drom.ru/moscow/volkswagen/tiguan/880616596.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/,2026-09-18T08:36:30.751519+00:00,1,3711
610830333,Volkswagen,Europe,Germany,Tiguan,2021,2.0,180,бензин,робот,4WD,160000,SUV или внедорожник,2.0 TSI DSG 4Motion Exclusive,Санкт-Петербург,2720000,asking_price,used,0,,2.0 л (180 л.с.) | бензин | робот | 4WD | 160 000 км,https://auto.drom.ru/spb/volkswagen/tiguan/610830333.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/,2026-09-18T08:36:32.512797+00:00,1,3711
825105183,Volkswagen,Europe,Germany,Tiguan,2021,2.0,180,бензин,робот,4WD,139527,SUV или внедорожник,,Москва,2530000,asking_price,used,0,,2.0 л (180 л.с.) | бензин | робот | 4WD | 139 527 км,https://auto.drom.ru/moscow/volkswagen/tiguan/825105183.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/page2/,2026-09-18T08:36:34.190629+00:00,1,3711
695789551,Volkswagen,Europe,Germany,Tiguan,2010,2.0,170,бензин,АКПП,4WD,202542,SUV или внедорожник,2.0 TSI AT Sport&Style,Санкт-Петербург,999000,asking_price,used,0,,2.0 л (170 л.с.) | бензин | АКПП | 4WD | 202 542 км,https://auto.drom.ru/spb/volkswagen/tiguan/695789551.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/page2/,2026-09-18T08:36:35.842352+00:00,1,3711
326588861,Volkswagen,Europe,Germany,Tiguan,2020,1.4,150,бензин,робот,4WD,114197,SUV или внедорожник,,Москва,2273000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | 4WD | 114 197 км,https://auto.drom.ru/moscow/volkswagen/tiguan/326588861.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/page2/,2026-09-18T08:36:34.190629+00:00,1,3711
412988004,Volkswagen,Europe,Germany,Tiguan,2020,1.4,150,бензин,робот,передний,132585,SUV или внедорожник,,Санкт-Петербург,1999000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | передний | 132 585 км,https://auto.drom.ru/spb/volkswagen/tiguan/412988004.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/page2/,2026-09-18T08:36:35.842352+00:00,1,3711
419747818,Volkswagen,Europe,Germany,Tiguan,2019,1.4,150,бензин,робот,4WD,80700,SUV или внедорожник,,Москва,2490000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | 4WD | 80 700 км,https://auto.drom.ru/moscow/volkswagen/tiguan/419747818.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/page2/,2026-09-18T08:36:34.190629+00:00,1,3711
796543977,Volkswagen,Europe,Germany,Tiguan,2020,1.4,150,бензин,робот,4WD,276908,SUV или внедорожник,,Санкт-Петербург,1699000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | 4WD | 276 908 км,https://auto.drom.ru/spb/volkswagen/tiguan/796543977.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/page2/,2026-09-18T08:36:35.842352+00:00,1,3711
435004812,Volkswagen,Europe,Germany,Tiguan,2021,1.4,150,бензин,робот,передний,100730,SUV или внедорожник,1.4 TSI DSG Status,Москва,2219000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | передний | 100 730 км,https://auto.drom.ru/moscow/volkswagen/tiguan/435004812.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/page2/,2026-09-18T08:36:34.190629+00:00,1,3711
258789161,Volkswagen,Europe,Germany,Tiguan,2011,1.4,150,бензин,механика,4WD,152931,SUV или внедорожник,,Санкт-Петербург,849000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | механика | 4WD | 152 931 км,https://auto.drom.ru/spb/volkswagen/tiguan/258789161.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/page2/,2026-09-18T08:36:35.842352+00:00,1,3711
472508914,Volkswagen,Europe,Germany,Tiguan,2011,1.4,122,бензин,механика,передний,239000,SUV или внедорожник,,Москва,670000,asking_price,used,0,,1.4 л (122 л.с.) | бензин | механика | передний | 239 000 км,https://auto.drom.ru/moscow/volkswagen/tiguan/472508914.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/page2/,2026-09-18T08:36:34.190629+00:00,1,3711
925185876,Volkswagen,Europe,Germany,Tiguan,2021,2.0,180,бензин,робот,4WD,108596,SUV или внедорожник,2.0 TSI DSG 4Motion R-Line,Санкт-Петербург,2989000,asking_price,used,0,,2.0 л (180 л.с.) | бензин | робот | 4WD | 108 596 км,https://auto.drom.ru/spb/volkswagen/tiguan/925185876.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/page2/,2026-09-18T08:36:35.842352+00:00,1,3711
581769217,Volkswagen,Europe,Germany,Tiguan,2021,1.4,150,бензин,робот,передний,118000,SUV или внедорожник,1.4 TSI DSG Respect Plus,Москва,2500000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | передний | 118 000 км,https://auto.drom.ru/moscow/volkswagen/tiguan/581769217.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/page2/,2026-09-18T08:36:34.190629+00:00,1,3711
611742813,Volkswagen,Europe,Germany,Tiguan,2017,2.0,180,бензин,робот,4WD,250000,SUV или внедорожник,2.0 TSI DSG 4Motion Highline,Санкт-Петербург,2300000,asking_price,used,0,,2.0 л (180 л.с.) | бензин | робот | 4WD | 250 000 км,https://auto.drom.ru/spb/volkswagen/tiguan/611742813.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/page2/,2026-09-18T08:36:35.842352+00:00,1,3711
650827655,Volkswagen,Europe,Germany,Tiguan,2018,2.0,180,бензин,робот,4WD,125705,SUV или внедорожник,2.0 TSI DSG 4Motion Comfortline,Москва,2143000,asking_price,used,0,,2.0 л (180 л.с.) | бензин | робот | 4WD | 125 705 км,https://auto.drom.ru/moscow/volkswagen/tiguan/650827655.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/page2/,2026-09-18T08:36:34.190629+00:00,1,3711
597815313,Volkswagen,Europe,Germany,Tiguan,2021,1.4,150,бензин,робот,передний,121457,SUV или внедорожник,,Санкт-Петербург,2379000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | передний | 121 457 км,https://auto.drom.ru/spb/volkswagen/tiguan/597815313.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/page2/,2026-09-18T08:36:35.842352+00:00,1,3711
289766731,Volkswagen,Europe,Germany,Tiguan,2026,2.0,220,бензин,автомат,4WD,980,SUV или внедорожник,,Москва,4550000,asking_price,used,0,от собственника,2.0 л (220 л.с.) | бензин | автомат | 4WD | 980 км,https://auto.drom.ru/moscow/volkswagen/tiguan/289766731.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/page2/,2026-09-18T08:36:34.190629+00:00,1,3711
654383098,Volkswagen,Europe,Germany,Tiguan,2019,2.0,150,дизель,робот,4WD,232961,SUV или внедорожник,2.0 TDI DSG 4Motion Offroad,Санкт-Петербург,2275000,asking_price,used,0,,2.0 л (150 л.с.) | дизель | робот | 4WD | 232 961 км,https://auto.drom.ru/spb/volkswagen/tiguan/654383098.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/page2/,2026-09-18T08:36:35.842352+00:00,1,3711
945164025,Volkswagen,Europe,Germany,Tiguan,2013,2.0,170,бензин,АКПП,4WD,180000,SUV или внедорожник,2.0 TSI AT Adventure,Москва,1300000,asking_price,used,0,,2.0 л (170 л.с.) | бензин | АКПП | 4WD | 180 000 км,https://auto.drom.ru/moscow/volkswagen/tiguan/945164025.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/page2/,2026-09-18T08:36:34.190629+00:00,1,3711
848846083,Volkswagen,Europe,Germany,Tiguan,2021,1.4,150,бензин,робот,передний,112937,SUV или внедорожник,,Санкт-Петербург,2370000,asking_price,used,0,,1.4 л (150 л.с.) | бензин | робот | передний | 112 937 км,https://auto.drom.ru/spb/volkswagen/tiguan/848846083.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/page2/,2026-09-18T08:36:35.842352+00:00,1,3711
650625131,Volkswagen,Europe,Germany,Tiguan,2008,1.4,150,бензин,механика,4WD,211500,SUV или внедорожник,1.4 TSI MT Trend&Fun,Москва,700000,asking_price,used,0,от собственника,1.4 л (150 л.с.) | бензин | механика | 4WD | 211 500 км,https://auto.drom.ru/moscow/volkswagen/tiguan/650625131.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/page2/,2026-09-18T08:36:34.190629+00:00,1,3711
179981906,Volkswagen,Europe,Germany,Tiguan,2019,2.0,180,бензин,робот,4WD,103692,SUV или внедорожник,2.0 TSI DSG 4Motion Connect Plus,Санкт-Петербург,2499000,asking_price,used,0,,2.0 л (180 л.с.) | бензин | робот | 4WD | 103 692 км,https://auto.drom.ru/spb/volkswagen/tiguan/179981906.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/page2/,2026-09-18T08:36:35.842352+00:00,1,3711
536303400,Volkswagen,Europe,Germany,Tiguan,2018,2.0,180,бензин,робот,4WD,158000,SUV или внедорожник,2.0 TSI DSG 4Motion City,Москва,2749000,asking_price,used,0,от собственника,2.0 л (180 л.с.) | бензин | робот | 4WD | 158 000 км,https://auto.drom.ru/moscow/volkswagen/tiguan/536303400.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/page2/,2026-09-18T08:36:34.190629+00:00,1,3711
588988608,Volkswagen,Europe,Germany,Tiguan,2012,2.0,200,бензин,АКПП,4WD,151200,SUV или внедорожник,,Санкт-Петербург,1450000,asking_price,used,0,,2.0 л (200 л.с.) | бензин | АКПП | 4WD | 151 200 км,https://auto.drom.ru/spb/volkswagen/tiguan/588988608.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/page2/,2026-09-18T08:36:35.842352+00:00,1,3711
532646764,Volkswagen,Europe,Germany,Tiguan,2019,2.0,150,дизель,робот,4WD,144827,SUV или внедорожник,2.0 TDI DSG 4Motion Connect Plus,Москва,2430000,asking_price,used,0,,2.0 л (150 л.с.) | дизель | робот | 4WD | 144 827 км,https://auto.drom.ru/moscow/volkswagen/tiguan/532646764.html,https://auto.drom.ru/moscow/volkswagen/tiguan/used/page2/,2026-09-18T08:36:34.190629+00:00,1,3711
626563653,Volkswagen,Europe,Germany,Tiguan,2018,2.0,220,бензин,робот,4WD,158000,SUV или внедорожник,2.0 TSI DSG 4Motion Sportline,Санкт-Петербург,3000000,asking_price,used,0,,2.0 л (220 л.с.) | бензин | робот | 4WD | 158 000 км,https://auto.drom.ru/spb/volkswagen/tiguan/626563653.html,https://auto.drom.ru/spb/volkswagen/tiguan/used/page2/,2026-09-18T08:36:35.842352+00:00,1,3711
